央视频道,#genre#
CCTV1综合,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226016/index.m3u8?$LR•305•IPV6『线路35』
CCTV1综合,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/yinhe/88888888/224/3221226559/index.m3u8$LR•305•IPV6『线路36』
CCTV1综合,http://[2409:8087:5e00:24::1f]:6060/ZTE_CMS/00000001000000060000000000000131/index.m3u8$LR•305•IPV6『线路37』
CCTV1综合,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010011/index.m3u8$LR•305•IPV6『线路38』
CCTV1综合,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010144/index.m3u8$LR•305•IPV6『线路39』
CCTV1综合,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226016/index.m3u8$LR•305•IPV6『线路40』
CCTV1综合,http://[2409:8087:5e01:34::21]:6610/ZTE_CMS/00000001000000060000000000000131/index.m3u8?IAS$LR•305•IPV6『线路41』
CCTV1综合,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010144/1.m3u8$LR•305•IPV6『线路42』
CCTV1综合,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/yinhe/88888888/224/3221226016/index.m3u8$LR•305•IPV6『线路43』
CCTV1综合,http://[2409:8087:5e01:34::20]:6610/ZTE_CMS/00000001000000060000000000000131/index.m3u8?key=tvbox6_com$LR•305•IPV6『线路44』
CCTV1综合,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226559/index.m3u8$LR•305•IPV6『线路45』
CCTV1综合,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226559/index.m3u8$LR•305•IPV6『线路46』
CCTV1综合,http://[2409:8087:5e01:34::22]:6610/ZTE_CMS/00000001000000060000000000000131/index.m3u8?IAS$LR•305•IPV6『线路47』
CCTV1综合,http://[2409:8087:5e01:34::23]:6610/ZTE_CMS/00000001000000060000000000000131/index.m3u8?IAS$LR•305•IPV6『线路48』
CCTV1综合,http://[2409:8087:5e01:34::20]:6610/ZTE_CMS/00000001000000060000000000000131/index.m3u8?IAS$LR•305•IPV6『线路49』
CCTV1综合,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221226016/index.m3u8$LR•305•IPV6『线路50』
CCTV1综合,http://[2409:8087:1a01:df::4077]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226016/1.m3u8$LR•305•IPV6『线路51』
CCTV1综合,http://[2409:8087:1a01:df::4077]:80/ottrrs.hl.chinamobile.com/yinhe/88888888/224/3221226016/index.m3u8$LR•305•IPV6『线路52』
CCTV1综合,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226016/1.m3u8?icpid=88888888&from=1&hms_devid=1012&vqe=3$LR•305•IPV6『线路53』
CCTV1综合,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226016/index.m3u8$LR•305•IPV4『线路54』
CCTV1综合,http://111.170.172.113:35455/gaoma/cctv1.m3u8$LR•305•IPV4『线路55』
CCTV1综合,http://117.144.58.42:35455/gaoma/cctv1.m3u8$LR•305•IPV4『线路56』
CCTV1综合,http://138.2.110.209:35455/gaoma/cctv1.m3u8$LR•305•IPV4『线路57』
CCTV1综合,http://hangfun.top:35455/gaoma/cctv1.m3u8$LR•305•IPV4『线路58』
CCTV1综合,http://lt.hxtre.com:35455/gaoma/cctv1.m3u8$LR•305•IPV4『线路59』
CCTV1综合,http://otttv.bj.chinamobile.com/PLTV/88888888/224/3221226895/1.m3u8?GuardEncType=2&accountinfo=%7E%7EV2.0%7EI0Rkc6neBYgfpoJ1yud8Fw%7EtP4-l0lmSfjwLWEfK_el1vH_mv-s1zo4AQJwdedaVwG9xkuFTDg8J26cwOrNJzn20BErrHdLhuZ9EzLUCD3PMW-OMx4MGteHV2vLeW6BqoY%2CEND$LR•305•IPV4『线路60』
CCTV1综合,http://101.66.198.173:9901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=0&authid=0$LR•305•IPV4『线路61』
CCTV1综合,http://117.27.190.42:9998/tsfile/live/23232_1.m3u8?key=txiptv&playlive=1&authid=0$LR•305•IPV4『线路62』
CCTV1综合,http://123.129.70.178:9901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0$LR•305•IPV4『线路63』
CCTV1综合,http://182.92.109.190:1668/migu720/migu720.php?id=cctv1$LR•305•IPV4『线路64』
CCTV1综合,http://kxrj.site:64325/86/mg.php?id=cctv1$LR•305•IPV4『线路65』
CCTV1综合,http://dd.ddzb.fun/php/migu.php?id=cctv1$LR•305•IPV4『线路66』
CCTV1综合,http://123.10.78.208:808/hls/1/index.m3u8$LR•305•IPV4『线路67』
CCTV1综合,http://58.19.244.92:1111/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0$LR•305•IPV4『线路68』
CCTV1综合,http://218.76.32.193:9901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0$LR•305•IPV4『线路69』
CCTV1综合,http://42.48.50.232:9002/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0$LR•305•IPV4『线路70』
CCTV1综合,http://183.185.105.197:8082/rtp/226.0.2.153:9136$LR•305•IPV4『线路71』
CCTV1综合,http://183.185.105.197:8082/rtp/226.0.2.18:8056$LR•305•IPV4『线路72』
CCTV1综合,http://118.249.23.16:4022/udp/239.76.246.151:1234$LR•305•IPV4『线路73』
CCTV1综合,http://118.249.23.16:4022/udp/239.76.253.151:9000$LR•305•IPV4『线路74』
CCTV1综合,http://171.213.196.134:8088/udp/239.93.0.184:5140$LR•305•IPV4『线路75』
CCTV1综合,http://171.213.196.134:8088/udp/239.93.0.148:5140$LR•305•IPV4『线路76』
CCTV1综合,http://171.213.196.134:8088/udp/239.93.1.68:5140$LR•305•IPV4『线路77』
CCTV1综合,http://114.228.152.34:8888/rtp/239.49.8.129:6000$LR•305•IPV4『线路78』
CCTV1综合,http://114.228.152.34:8888/rtp/239.49.1.1:6000$LR•305•IPV4『线路79』
CCTV1综合,http://180.119.183.89:8800/rtp/239.49.8.129:6000$LR•305•IPV4『线路80』
CCTV1综合,http://180.119.183.89:8800/rtp/239.49.1.1:6000$LR•305•IPV4『线路81』
CCTV1综合,http://121.227.243.195:7766/rtp/239.49.8.129:6000$LR•305•IPV4『线路82』
CCTV1综合,http://121.227.243.195:7766/rtp/239.49.1.1:6000$LR•305•IPV4『线路83』
CCTV1综合,http://49.67.96.109:55555/rtp/239.49.8.129:6000$LR•305•IPV4『线路84』
CCTV1综合,http://49.67.96.109:55555/rtp/239.49.1.1:6000$LR•305•IPV4『线路85』
CCTV1综合,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226231/index.m3u8$LR•305•IPV4『线路86』
CCTV1综合,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226231/1.m3u8$LR•305•IPV4『线路87』
CCTV1综合,http://www.zzlag.top:9087/tsfile/live/1010_1.m3u8?key=txiptv$LR•305•IPV4『线路88』
CCTV1综合,http://171.8.247.154:808/hls/1/index.m3u8$LR•305•IPV4『线路89』
CCTV1综合,http://119.62.36.174:9901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=0&authid=0$LR•305•IPV4『线路90』
CCTV1综合,http://58.51.111.46:1111/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0$LR•305•IPV4『线路91』
CCTV1综合,http://58.57.21.166:9901/tsfile/live/0001_1.m3u8?key=txiptv$LR•305•IPV4『线路92』
CCTV1综合,http://124.128.73.58:9901/tsfile/live/0001_1.m3u8?key=txiptv$LR•305•IPV4『线路93』
CCTV1综合,https://api.olelive.com/dis/live/CCTV1HD/hls.m3u8$LR•305•IPV4『线路94』
CCTV1综合,http://111.14.181.15:9901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0$LR•305•IPV4『线路95』
CCTV1综合,http://120.234.5.29:6000/udp/239.20.0.104:2006$LR•305•IPV4『线路96』
CCTV1综合,http://1b6467f415.iok.la:9931/tsfile/live/1020_1.m3u8$LR•305•IPV4『线路97』
CCTV1综合,http://mail.petzhu.top:7000/rtp/239.254.200.45:8008$LR•305•IPV4『线路98』
CCTV1综合,http://alvin.ergotron.net:8000/udp/239.77.1.17:5146$LR•305•IPV4『线路99』
CCTV1综合,http://218.241.192.50:8808/rtp/239.3.1.129:8008$LR•305•IPV4『线路100』
CCTV1综合,http://dms.yryyj.site:8188/udp/239.76.246.151:1234$LR•305•IPV4『线路101』
CCTV1综合,http://jxcbn.ws-cdn.gitv.tv/hls/CCTV1HD/index.m3u8?gMac=unknown&livodToken=3f76fa247855b9f1507e08620e857dda1b4424839963e7074fc1ee72310d6023_1720504514_604800&fromCDN=ws$LR•305•IPV4『线路102』
CCTV1综合,http://221.5.12.130:2223/hls/23/index.m3u8$LR•305•IPV4『线路103』
CCTV1综合,http://171.108.239.79:8181/tsfile/live/1027_1.m3u8?key=txiptv&playlive=1&authid=0$LR•305•IPV4『线路104』
CCTV1综合,http://110.80.17.38:9901/tsfile/live/0001_1.m3u8?key=txiptv$LR•305•IPV4『线路105』
CCTV1综合,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226016/index.m3u8?$LR•305•IPV4『线路106』
CCTV1综合,http://111.160.17.2:59901/tsfile/live/0001_1.m3u8$LR•305•IPV4『线路107』
CCTV1综合,http://58.220.219.14:9901/tsfile/live/0001_1.m3u8$LR•305•IPV4『线路108』
CCTV1综合,http://115.171.216.195:4000/udp/225.1.8.1:8008$LR•305•IPV4『线路109』
CCTV1综合,http://183.3.134.56:9901/tsfile/live/0001_1.m3u8?key=tvbox6_com&playlive=1&authid=0$LR•305•IPV4『线路110』
CCTV1综合,http://223.159.8.12:8099/tsfile/live/0001_1.m3u8?key=txiptv&playlive=0&authid=0$LR•305•IPV4『线路111』
CCTV1综合,http://61.52.158.169:808/hls/1/index.m3u8$LR•305•IPV4『线路112』
CCTV1综合,http://171.108.239.98:8181/tsfile/live/1027_1.m3u8?key=txiptv&playlive=1&authid=0$LR•305•IPV4『线路113』
CCTV1综合,http://gouwu.pthv.gitv.tv:91/live/CCTV1hd-8M/live.m3u8$LR•305•IPV4『线路114』
CCTV1综合,http://play.kankanlive.com/live/1661761962676984.m3u8$LR•305•IPV4『线路115』
CCTV1综合,http://59.62.8.250:9901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=0&authid=0$LR•305•IPV4『线路116』
CCTV1综合,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226559/index.m3u8$LR•305•IPV4『线路117』
CCTV1综合,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226514/index.m3u8$LR•305•IPV4『线路118』
CCTV1综合,http://124.165.251.82:9999/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0$LR•305•IPV4『线路119』
CCTV1综合,http://219.159.147.195:9901/tsfile/live/1029_1.m3u8?key=txiptv&playlive=1&authid=0$LR•305•IPV4『线路120』
CCTV1综合,http://223.151.49.74:59901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0$LR•305•IPV4『线路121』
CCTV1综合,http://218.89.240.144:59901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0$LR•305•IPV4『线路122』
CCTV1综合,http://124.128.73.58:9901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0$LR•305•IPV4『线路123』
CCTV1综合,http://112.123.206.32:808/hls/1/index.m3u8$LR•305•IPV4『线路124』
CCTV1综合,http://117.27.190.42:9998/tsfile/live/23232_1.m3u8?key=txiptv$LR•305•IPV4『线路125』
CCTV1综合,http://171.108.239.99:8181/tsfile/live/1027_1.m3u8?key=txiptv$LR•305•IPV4『线路126』
CCTV1综合,http://118.122.2.29:9999/hls/1/index.m3u8$LR•305•IPV4『线路127』
CCTV1综合,http://171.116.59.153:9999/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0$LR•305•IPV4『线路128』
CCTV1综合,http://123.163.55.234:9901/tsfile/live/0001_1.m3u8?key=txiptv$LR•305•IPV4『线路129』
CCTV1综合,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226016/index.m3u8$LR•305•IPV4『线路130』
CCTV1综合,http://1.195.111.251:11190/tsfile/live/0001_1.m3u8$LR•305•IPV4『线路131』
CCTV1综合,http://36.248.137.69:60033/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0$LR•305•IPV4『线路132』
CCTV1综合,http://171.108.239.99:8181/tsfile/live/1027_1.m3u8?key=txiptv&playlive=1&authid=0$LR•305•IPV4『线路133』
CCTV1综合,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226559/index.m3u8$LR•305•IPV4『线路134』
CCTV1综合,http://36.40.237.20:9999/tsfile/live/0001_1.m3u8?key=txiptv&playlive=0&authid=0$LR•305•IPV4『线路135』
CCTV1综合,https://stream1.freetv.fun/2ad5af5d9a8d7243c8d9c7422ee6cf76bad9ac2c1e157bc9f199423fb5ed4845.m3u8$LR•305•IPV4『线路136』
CCTV1综合,https://stream1.freetv.fun/f8b77654ee5202e90044771d42c97306dee3fac5acd35b60e23652873790de01.m3u8$LR•305•IPV4『线路137』
CCTV1综合,https://stream1.freetv.fun/8973ff67af3f7c2d22cdf2a379e20b1bc812e963bfb3fd4bccf5a85c4953d022.m3u8$LR•305•IPV4『线路138』
CCTV1综合,https://stream1.freetv.fun/0905e6f82d72f6c6a745f5f5bf328779cb3348751e044b96934fff521f5d97a5.m3u8$LR•305•IPV4『线路139』
CCTV1综合,https://stream1.freetv.fun/32f2971092f2d6d62d14ecf5b7fec403c96200d3d03e70c6bc7deb2f66cf9fbb.m3u8$LR•305•IPV4『线路140』
CCTV1综合,https://stream1.freetv.fun/ce5384774a118c8eccc8a7402ba31e40b0fd0e08e06a0220c0043cfca4400c14.m3u8$LR•305•IPV4『线路141』
CCTV1综合,https://stream1.freetv.fun/9f70f5d60b14bb1ef93886f17fa8f20f55f4a36ac45206f6c5a5bf9654d6e4fb.m3u8$LR•305•IPV4『线路142』
CCTV1综合,https://stream1.freetv.fun/2622897affd8a1c93ab36252984ab0e499d1e4a6fc76b87e6ef8039de3f2e642.m3u8$LR•305•IPV4『线路143』
CCTV1综合,https://stream1.freetv.fun/354e2e055127bbf43693aa848d84f93f5bcc517472a8858f188f313dbf157f51.m3u8$LR•305•IPV4『线路144』
CCTV1综合,https://stream1.freetv.fun/03926cb79638398a11285c90b222911693264d56dc9fc0172bec90b39c6b371b.m3u8$LR•305•IPV4『线路145』
CCTV1综合,https://stream1.freetv.fun/961876d0c8bba36f6519d7018724963b00d568ce7a9f1f1b31e2b373b4f1d2b3.m3u8$LR•305•IPV4『线路146』
CCTV1综合,https://stream1.freetv.fun/df7cf71b3e02015b9029ac087b3eec56fde92fd81d162962570629faec293037.m3u8$LR•305•IPV4『线路147』
CCTV1综合,https://stream1.freetv.fun/e87ac64457c976111fc8524f11c25da508b807c29647c571b45ab13a609917c2.m3u8$LR•305•IPV4『线路148』
CCTV1综合,https://stream1.freetv.fun/f1fa8406434117dfaa5c0b174fa90a31da74b1ad921fc3ce3662a40cff4d9001.m3u8$LR•305•IPV4『线路149』
CCTV1综合,https://stream1.freetv.fun/ee6bfbbf6bd7448cd334ce598474b15c4179f9cf07a6980cd02389132eef0af0.m3u8$LR•305•IPV4『线路150』
CCTV1综合,https://stream1.freetv.fun/ed56f455ae3fdab6f18723bceb3da6c3ee2e7ad0914baa05f5a533c02f6f303d.m3u8$LR•305•IPV4『线路151』
CCTV1综合,https://stream1.freetv.fun/5d284520daa692f05f56035b16d3664f0e1d00c595102fbb480bdd9365d80e12.ctv$LR•305•IPV4『线路152』
CCTV1综合,https://stream1.freetv.fun/960192460e742af597efd712c6fee1c5baf1e90589d2166e6e3f0dd636132070.m3u8$LR•305•IPV4『线路153』
CCTV1综合,rtp://239.3.1.129:8008$LR•305•IPV4『线路154』
CCTV1综合,http://127.0.0.1:9978/proxy?do=ysptp&type=m3u8&id=cctv1$LR•305•IPV4『线路155』
CCTV1综合,http://z.b.bkpcp.top/m.php?id=cctv1$LR•305•IPV4『线路156』
CCTV1综合,http://202.168.187.208:9089/tsfile/live/1003_1.m3u8$LR•305•IPV4『线路157』
CCTV1综合,http://221.14.190.237:9003/hls/1/index.m3u8$LR•305•IPV4『线路158』
CCTV1综合,http://123.182.60.29:9002/hls/1/index.m3u8$LR•305•IPV4『线路159』
CCTV1综合,http://li0580.top:35455/itv/1000000005000265001.m3u8?cdn=ystenlive$LR•305•IPV4『线路160』
CCTV1综合,http://dsm.huarunguoji.top:35455/itv/1000000005000265001.m3u8?cdn=ystenlive$LR•305•IPV4『线路161』
CCTV1综合,http://ott.eonn.cn:35455/itv/1000000005000265001.m3u8?cdn=ystenlive$LR•305•IPV4『线路162』
CCTV1综合,http://bg5aqv.top:35455/itv/1000000005000265001.m3u8?cdn=ystenlive$LR•305•IPV4『线路163』
CCTV1综合,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225501/index.m3u8?fmt=ts2hls$LR•305•IPV4『线路164』
CCTV1综合,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225618/index.m3u8$LR•305•IPV4『线路165』
CCTV1综合,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225642/index.m3u8$LR•305•IPV4『线路166』
CCTV1综合,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221226221/index.m3u8$LR•305•IPV4『线路167』
CCTV1综合,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221226225/index.m3u8$LR•305•IPV4『线路168』
CCTV1综合,http://115.153.254.81/PLTV/88888888/224/3221225699/iptv8040.smil/index.m3u8?fmt=ts2hls$LR•305•IPV4『线路169』
CCTV1综合,http://115.153.254.81/PLTV/88888888/224/3221225517/iptv7949.smil/index.m3u8?fmt=ts2hls$LR•305•IPV4『线路170』
CCTV1综合,http://fm1077.serv00.net/Smart.php?id=cctv1$LR•305•IPV4『线路171』
CCTV1综合,http://150.158.112.123/%E5%85%AC%E4%BC%97%E5%8F%B7~%E7%8E%89%E7%8E%89%E8%BD%AF%E4%BB%B6%E5%BA%93/mg.php?id=cctv1$LR•305•IPV4『线路172』
CCTV1综合,http://223.105.252.60/PLTV/4/224/3221228581/index.m3u8?servicetype=1$LR•305•IPV4『线路173』
CCTV1综合,https://www.freetv.top/migu/608807420.m3u8?migutoken=701afbfc9d2f77d62a9cc2f9479ecde3db6cef36d454660b5d2f0ffb3a1017d0e04c2e19dcbb7c344d80cfb64e43e90dd66c458476898ee612d0e2e9261645fcfc0d32fb90cdf2021d89c4877a$LR•305•IPV4『线路174』
CCTV1综合,http://119.32.12.32:2901/udp/224.1.100.90:11111$LR•305•IPV4『线路175』
CCTV1综合,http://tvbox6.com/tv/bfgd.php?id=488$LR•305•IPV4『线路176』
CCTV1综合,http://60.29.124.66:6080/hls/12/index.m3u8$LR•305•IPV4『线路177』
CCTV1综合,http://110.53.52.63:8888/newlive/live/hls/2/live.m3u8$LR•305•IPV4『线路178』
